Genesis;[6]1,[8]1,[0]1,[1]1,[4]1,[9]1,[2]1
[1]77;[1]78
[7]70;[7]71
[9]71;[6]76,[9]72,[0]89
[1]78;[6]76,[7]72,[9]73,[0]89,[1]79,[5]62
[8]79;[6]76,[8]80,[7]72,[9]73,[0]89,[1]79,[5]62,[4]59
[4]56;[4]57
[7]71;[7]72,[9]74
[4]57;[4]58
[2]62;[6]78,[1]79,[4]59
[0]88;[6]77,[7]73,[4]61
[6]76;[6]77
[5]61;[6]77,[5]62,[7]73,[4]62
[6]77;[6]78
[4]58;[6]78,[4]59,[5]63
[9]72;[9]73,[4]60
[6]78;[1]80
[8]80;[5]63,[4]60,[3]68,[9]75,[0]90
[7]72;[7]73,[4]61,[2]63
[9]73;[9]74
[9]74;[4]62,[3]68,[7]74,[2]63,[9]75,[0]90
[0]89;[3]68,[7]74,[9]76
[1]79;[6]79,[8]81
[5]62;[5]63
[4]59;[4]60
[7]73;[7]74,[9]75,[0]90,[1]80
[5]63;[1]80
[4]60;[4]61
[4]61;[4]62,[9]76
[4]62;[6]79,[8]81
[3]68;[6]80,[8]82,[9]79
[7]74;[6]79,[8]81,[2]64,[5]64,[0]91
[6]79;[6]80,[9]77,[7]76,[2]66,[3]69
[2]63;[6]80,[8]82,[9]78,[7]76,[2]66
[6]80;[6]81,[2]67,[0]92,[3]70
[9]75;[9]76
[0]90;[6]81,[7]75,[2]65,[9]77,[3]69,[0]92
[1]80;[6]81,[2]64,[7]75,[5]64,[9]78,[3]70
[6]81;[3]71,[1]81,[7]77
[9]76;[2]65,[0]91,[9]77
[8]81;[8]82,[7]76,[9]79,[3]69
[8]82;[0]92,[1]81
[2]64;[2]65,[1]81
[7]75;[8]86
[5]64;[6]83,[9]81,[3]74
[2]65;[2]66
[0]91;[6]82,[7]77,[1]82,[0]93,[3]72,[9]80,[5]65
[9]77;[9]78,[7]77
[9]78;[9]79,[1]82
[7]76;[6]85,[8]83
[9]79;[0]93,[7]78,[3]72
[2]66;[2]67,[7]78
[3]69;[3]70,[7]79
[2]67;[6]82,[7]79,[3]73,[9]80
[0]92;[6]82,[0]93,[3]73,[5]65,[9]81,[2]68
[3]70;[3]71
[6]82;[6]83
[3]71;[6]83,[3]72,[9]80,[5]65,[2]68
[6]83;[6]84
[1]81;[6]84,[1]82,[3]74
[7]77;[6]84,[7]78,[2]68,[3]75
[6]84;[8]83,[5]66
[1]82;[3]75,[7]80
[0]93;[7]80,[3]76,[2]69,[4]63,[5]66
[7]78;[7]79,[3]76
[3]72;[3]73
[7]79;[7]80,[3]77,[2]69
[3]73;[3]74,[2]69
[9]80;[9]81
[5]65;[3]79,[0]94
[9]81;[6]85,[4]63
[3]74;[6]85,[3]75,[4]63,[8]83
[2]68;[6]86,[3]79,[4]64,[0]94,[5]67
[6]85;[6]86
[3]75;[3]76,[4]64,[5]66,[0]94
[7]80;[4]66,[7]81
[3]76;[3]77
[3]77;[6]86,[3]78
[2]69;[1]83,[2]70,[3]80,[5]69
[6]86;[6]87,[5]69
[3]78;[3]79,[5]67
[4]63;[4]64
[8]83;[1]83
[3]79;[6]87,[1]83,[2]70,[5]68,[3]80,[9]82
[4]64;[2]70,[1]84
[5]66;[5]67,[2]72
[0]94;[6]87,[5]68,[1]84,[3]80,[2]72,[9]82
[6]87;[6]88
[5]67;[5]68,[9]82
[1]83;[6]88,[1]84,[3]81
[2]70;[2]71
[2]71;[6]88,[2]72,[3]81
[6]88;[6]89
[5]68;[5]69
[1]84;[1]85,[0]95
[3]80;[6]90,[3]81,[0]95,[8]84,[2]73,[1]86,[4]65
[2]72;[6]89,[0]95,[3]82,[8]84,[2]73,[1]86,[4]65
[1]85;[6]89,[3]82,[8]84,[2]73,[1]86,[4]65
[6]89;[6]90,[5]70,[2]74,[7]81
[5]69;[6]90
[9]82;[2]100
[6]90;[9]83,[5]71
[3]81;[3]82
[0]95;[5]70,[2]74,[9]83,[4]67
[3]82;[5]70,[2]74,[4]66
[8]84;[9]84
[2]73;[4]66,[7]81,[2]75
[1]86;[2]75,[4]67,[5]71,[9]84,[7]82,[0]96,[8]85
[4]65;[9]83,[0]97
[5]70;[5]71,[7]82,[0]96,[8]85,[9]86
[2]74;[2]75,[0]96
[4]66;[4]67,[8]85,[9]85,[5]72,[2]76
[7]81;[7]82,[9]86
[2]75;[9]85,[0]97,[5]72,[2]76,[8]86,[7]83,[3]83
[9]83;[9]84,[2]76,[8]86,[0]98
[4]67;[0]98,[2]77
[5]71;[5]72,[7]83,[3]83
[9]84;[9]85,[3]83,[2]77,[7]84
[7]82;[7]83
[0]96;[0]97,[7]84
[8]85;[1]95
[9]85;[9]86
[9]86;[6]91,[5]73,[3]84,[2]78,[8]87,[9]87,[4]68,[0]99
[0]97;[6]91,[0]98,[5]73,[3]84,[2]78,[8]87,[9]87
[5]72;[5]73,[8]87,[0]100
[2]76;[6]91,[2]77,[9]87
[8]86;[9]89,[5]76,[7]85
[6]91;[6]92,[8]89
[7]83;[7]84
[0]98;[6]92,[4]68,[2]79,[0]99,[5]74,[1]87,[9]88,[3]85,[8]88
[3]83;[3]84,[2]79,[1]87,[0]100
[2]77;[6]92,[2]78,[4]68,[0]99,[5]74,[1]87
[6]92;[5]75,[8]90,[9]89
[7]84;[6]93,[1]91
[5]73;[5]74,[9]88,[3]85,[8]88
[3]84;[3]85,[1]88,[8]88
[2]78;[2]79,[1]88,[8]89
[8]87;[5]75,[1]89,[3]86
[9]87;[9]88
[4]68;[8]95
[2]79;[8]90,[1]89,[3]86,[5]77
[0]99;[0]100
[5]74;[5]75,[9]90
[1]87;[1]88,[5]77
[0]100;[9]89,[5]76,[7]85,[8]92
[9]88;[8]91
[3]85;[3]86
[1]88;[1]89,[7]85,[8]91
[8]88;[8]89
[8]89;[8]90
[5]75;[5]76,[8]92
[8]90;[8]91,[1]90
[1]89;[8]93,[1]90,[4]69,[3]87
[3]86;[8]94,[4]70
[9]89;[9]90
[9]90;[8]93,[1]90
[5]76;[5]77,[8]94
[5]77;[8]95,[4]69,[3]87
[7]85;[1]92
[8]91;[8]92,[4]69,[3]87
[8]92;[8]93,[4]70
[8]93;[8]94
[1]90;[6]93,[1]91,[3]88,[2]80,[8]96,[7]86
[8]94;[8]95
[8]95;[6]93,[1]91,[3]88,[2]80,[8]96,[7]86
[6]93;[8]97,[1]95,[9]91,[5]78
[4]69;[4]70,[1]92,[3]88,[2]80
[3]87;[3]89,[1]94,[8]97,[9]91,[5]78
[4]70;[8]96,[7]86,[3]89,[1]94
[1]91;[1]92
[1]92;[1]93
[1]93;[6]94,[1]94,[9]91,[5]78,[8]98
[3]88;[6]94,[3]89
[2]80;[6]94,[8]98,[1]97
[8]96;[8]97
[6]94;[6]95,[8]100
[7]86;[6]97,[2]81
[3]89;[6]95,[1]98,[8]99,[9]92
[1]94;[1]95
[8]97;[8]98
[1]95;[6]95,[1]96
[6]95;[6]96,[7]87,[4]71
[9]91;[1]97,[9]92
[5]78;[6]96,[1]98,[8]100,[7]87,[4]71
[8]98;[8]99
[1]96;[6]96,[1]97,[8]99,[9]92
[6]96;[6]97,[9]93,[2]81
[1]97;[1]98,[7]87,[4]71
[1]98;[6]97,[9]93,[2]81,[7]88
[8]99;[8]100
[6]97;[6]98,[1]99,[5]79,[4]72,[2]85,[7]90,[9]95
[8]100;[2]82,[7]88
[9]92;[9]93,[2]83
[7]87;[6]98,[7]88,[2]84,[1]99,[5]79
[4]71;[6]98,[2]84,[1]99,[5]79,[9]94,[4]72,[7]89
[6]98;[7]91
[9]93;[9]94,[2]86
[2]81;[2]82,[9]94
[2]82;[2]83,[4]72,[7]89,[5]80
[2]83;[2]84,[7]90,[4]73,[5]81,[1]100
[7]88;[7]89,[4]73,[5]81,[1]100,[9]96,[2]86
[2]84;[2]85,[4]74,[9]95,[7]91
[1]99;[6]99,[1]100
[5]79;[5]80
[9]94;[9]95
[4]72;[4]73
[7]89;[7]90
[5]80;[5]81
[2]85;[6]99,[2]86
[7]90;[7]91
[4]73;[6]99,[4]74
[5]81;[2]89,[7]94
[6]99;[3]90,[9]98,[7]93,[5]82,[2]88,[4]76
[1]100;[9]97,[2]87,[7]92,[3]90,[4]75,[5]82
[4]74;[6]100,[9]98,[7]93,[3]91,[2]88,[4]76
[9]95;[9]96
[9]96;[9]97,[2]87,[7]92,[4]75,[3]91
[2]86;[9]97,[2]87,[7]92,[3]90,[4]75,[5]82
[7]91;[7]95
[9]97;[6]100,[9]98,[2]89,[7]94
[2]87;[6]100,[2]88,[7]95,[3]92,[4]77
[7]92;[7]93
[6]100;[2]92,[7]98
[3]90;[3]91
[9]98;[9]99,[3]92,[4]77
[4]75;[4]76
[7]93;[7]94
[5]82;[4]80,[2]91,[5]85,[3]94
[3]91;[3]92,[4]78,[5]83,[7]96
[2]88;[2]89,[4]78
[4]76;[4]77
[2]89;[5]83,[7]96,[4]79,[2]90,[9]100
[9]99;[5]83,[4]79,[9]100
[7]94;[7]95
[7]95;[7]96,[4]80,[2]90
[3]92;[2]90,[5]84,[9]100,[4]81,[3]93
[4]77;[4]78,[5]84,[2]91
[4]78;[4]79,[2]92,[3]93
[5]83;[5]84,[4]81,[3]93
[7]96;[2]95
[4]79;[4]80,[5]85,[3]94
[4]80;[4]81,[3]95,[7]97
[2]90;[2]91,[4]82,[3]95,[7]97
[5]84;[5]85,[4]82,[7]97
[9]100;[2]96,[4]87
[2]91;[2]92,[7]98
[2]92;[5]86,[4]83,[2]93,[7]99
[4]81;[4]82,[5]86,[2]93
[3]93;[3]94
[5]85;[5]86,[4]83,[7]100
[3]94;[3]95,[2]93
[4]82;[4]83,[7]99
[3]95;[7]100,[4]84
[7]97;[7]98
[7]98;[7]99
[5]86;[2]94,[4]85
[4]83;[4]84,[2]94
[2]93;[4]84,[2]94
[7]99;[7]100
[7]100;[2]95,[4]85
[4]84;[4]85
[2]94;[2]95
[2]95;[2]96,[4]87
[4]85;[4]86,[2]96
[4]86;[4]87,[2]97
[2]96;[2]97,[4]88
[4]87;[4]88,[2]98
[2]97;[2]98,[4]89
[4]88;[2]100,[4]89
[2]98;[2]99
[2]99;[2]100
[2]100;[4]91
[4]89;[4]90
[4]90;[4]91
[4]91;[4]92,[5]87
[4]92;[4]93
[4]93;[4]94,[5]89
[5]87;[5]88
[5]88;[5]89
[4]94;[5]90,[4]95,[3]96
[5]89;[5]90,[4]95,[3]96
[5]90;[5]91,[4]98,[3]97
[4]95;[4]96
[4]96;[4]97
[4]97;[5]91,[4]98,[3]97
[3]96;[3]97,[5]92
[5]91;[5]92,[3]98,[4]99
[4]98;[5]92,[3]98,[4]99
[3]97;[3]98,[4]99
[5]92;[4]100,[3]100
[3]98;[3]99
[4]99;[4]100
[3]99;[3]100
[4]100;[5]93
[3]100;[5]93
[5]93;[5]94
[5]94;[5]95
[5]95;[5]96
[5]96;[5]97
[5]97;[5]98
[5]98;[5]99
[5]99;[5]100
[5]100;
